Child,Parent1,Parent2
Nyafia,Beegarde,Beakon
Nyafia,Beegarde,Silvegis
Nyafia,Turtacle Terra,Reptyro Cryst
Nyafia,Turtacle Terra,Beakon
Nyafia,Direhowl,Pyrin Noct
Nyafia,Direhowl,Reptyro Cryst
Nyafia,Vaelet,Lyleen
Nyafia,Vaelet,Menasting Terra
Nyafia,Vaelet,Faleris Aqua
Nyafia,Vaelet,Pyrin Noct
Nyafia,Gorirat,Menasting
Nyafia,Gorirat,Lyleen
Nyafia,Gorirat,Menasting Terra
Nyafia,Gorirat,Faleris Aqua
Nyafia,Galeclaw,Relaxaurus Lux
Nyafia,Galeclaw,Knocklem
Nyafia,Galeclaw,Xenolord
Nyafia,Galeclaw,Menasting
Nyafia,Gorirat Terra,Relaxaurus Lux
Nyafia,Gorirat Terra,Knocklem
Nyafia,Gorirat Terra,Xenolord
Nyafia,Gorirat Terra,Menasting
Nyafia,Robinquill,Relaxaurus
Nyafia,Robinquill,Warsect Terra
Nyafia,Robinquill,Relaxaurus Lux
Nyafia,Robinquill,Knocklem
Nyafia,Robinquill,Xenolord
Nyafia,Felbat,Mammorest Cryst
Nyafia,Felbat,Relaxaurus
Nyafia,Felbat,Warsect Terra
Nyafia,Robinquill Terra,Mammorest
Nyafia,Robinquill Terra,Mammorest Cryst
Nyafia,Verdash,Jormuntide
Nyafia,Verdash,Mammorest
Nyafia,Fenglope,Reptyro
Nyafia,Fenglope,Jormuntide Ignis
Nyafia,Fenglope,Jormuntide
Nyafia,Loupmoon,Quivern
Nyafia,Loupmoon,Selyne
Nyafia,Loupmoon,Warsect
Nyafia,Loupmoon,Quivern Botan
Nyafia,Loupmoon,Braloha
Nyafia,Yakumo,Prixter
Nyafia,Yakumo,Quivern
Nyafia,Yakumo,Selyne
Nyafia,Yakumo,Warsect
Nyafia,Yakumo,Quivern Botan
Nyafia,Lovander,Pyrin
Nyafia,Lovander,Prixter
Nyafia,Lovander,Quivern
Nyafia,Lovander,Selyne
Nyafia,Caprity,Faleris
Nyafia,Caprity,Starryon
Nyafia,Caprity,Pyrin
Nyafia,Caprity,Prixter
Nyafia,Eikthyrdeer,Ragnahawk
Nyafia,Eikthyrdeer,Faleris
Nyafia,Eikthyrdeer,Starryon
Nyafia,Mozzarina,Mossanda Lux
Nyafia,Mozzarina,Ragnahawk
Nyafia,Lullu,Mossanda Lux
Nyafia,Lullu,Ragnahawk
Nyafia,Eikthyrdeer Terra,Azurmane
Nyafia,Eikthyrdeer Terra,Mossanda Lux
Nyafia,Dumud,Azurmane
Nyafia,Dumud,Mossanda Lux
Nyafia,Melpaca,Sweepa
Nyafia,Melpaca,Azurmane
Nyafia,Reindrix,Nitewing
Nyafia,Reindrix,Sweepa
Nyafia,Celaray,Mossanda
Nyafia,Celaray,Whalaska Ignis
Nyafia,Celaray,Nitewing
Nyafia,Broncherry,Kingpaca Cryst
Nyafia,Broncherry,Xenogard
Nyafia,Broncherry,Mossanda
Nyafia,Broncherry,Whalaska Ignis
Nyafia,Dumud Gild,Whalaska
Nyafia,Dumud Gild,Kingpaca Cryst
Nyafia,Dumud Gild,Xenogard
Nyafia,Dumud Gild,Mossanda
Nyafia,Dumud Gild,Whalaska Ignis
Nyafia,Caprity Noct,Whalaska
Nyafia,Caprity Noct,Kingpaca Cryst
Nyafia,Caprity Noct,Xenogard
Nyafia,Caprity Noct,Mossanda
Nyafia,Caprity Noct,Whalaska Ignis
Nyafia,Digtoise,Sibelyx
Nyafia,Digtoise,Whalaska
Nyafia,Digtoise,Kingpaca Cryst
Nyafia,Digtoise,Xenogard
Nyafia,Broncherry Aqua,Wumpo
Nyafia,Broncherry Aqua,Palumba
Nyafia,Broncherry Aqua,Sibelyx
Nyafia,Broncherry Aqua,Whalaska
Nyafia,Fenglope Lux,Xenovader
Nyafia,Fenglope Lux,Wumpo
Nyafia,Fenglope Lux,Palumba
Nyafia,Fenglope Lux,Sibelyx
Nyafia,Kitsun,Kingpaca
Nyafia,Kitsun,Xenovader
Nyafia,Kitsun,Wumpo
Nyafia,Kitsun,Palumba
Nyafia,Celaray Lux,Kingpaca
Nyafia,Celaray Lux,Xenovader
Nyafia,Celaray Lux,Wumpo
Nyafia,Celaray Lux,Palumba
Nyafia,Tarantriss,Kingpaca
Nyafia,Tarantriss,Xenovader
Nyafia,Tarantriss,Wumpo
Nyafia,Dinossom,Azurobe Cryst
Nyafia,Dinossom,Wumpo Botan
Nyafia,Dinossom,Kingpaca
Nyafia,Dinossom,Xenovader
Nyafia,Celesdir,Azurobe Cryst
Nyafia,Celesdir,Wumpo Botan
Nyafia,Celesdir,Kingpaca
Nyafia,Dinossom Lux,Penking Lux
Nyafia,Dinossom Lux,Cinnamoth
Nyafia,Dinossom Lux,Azurobe Cryst
Nyafia,Dinossom Lux,Wumpo Botan
Nyafia,Loupmoon Cryst,Penking Lux
Nyafia,Loupmoon Cryst,Cinnamoth
Nyafia,Loupmoon Cryst,Azurobe Cryst
Nyafia,Loupmoon Cryst,Wumpo Botan
Nyafia,Chillet,Azurobe
Nyafia,Chillet,Penking Lux
Nyafia,Chillet,Cinnamoth
Nyafia,Croajiro,Gildane
Nyafia,Croajiro,Ghangler Ignis
Nyafia,Croajiro,Azurobe
Nyafia,Croajiro,Penking Lux
Nyafia,Croajiro,Cinnamoth
Nyafia,Arsox,Grintale
Nyafia,Arsox,Gildane
Nyafia,Arsox,Ghangler Ignis
Nyafia,Arsox,Azurobe
Nyafia,Chillet Ignis,Grintale
Nyafia,Chillet Ignis,Gildane
Nyafia,Chillet Ignis,Ghangler Ignis
Nyafia,Chillet Ignis,Azurobe
Nyafia,Petallia,Penking
Nyafia,Petallia,Grintale
Nyafia,Petallia,Gildane
Nyafia,Petallia,Ghangler Ignis
Nyafia,Croajiro Noct,Elphidran Aqua
Nyafia,Croajiro Noct,Ghangler
Nyafia,Croajiro Noct,Penking
Nyafia,Foxcicle,Elphidran
Nyafia,Foxcicle,Elphidran Aqua
Nyafia,Foxcicle,Ghangler
Nyafia,Prunelia,Sootseer
Nyafia,Prunelia,Elphidran
Nyafia,Prunelia,Elphidran Aqua
Nyafia,Tombat,Surfent Terra
Nyafia,Tombat,Sootseer
Nyafia,Tombat,Elphidran
Nyafia,Polapup,Surfent Terra
Nyafia,Polapup,Sootseer
Nyafia,Polapup,Elphidran
Nyafia,Rayhound,Surfent
Nyafia,Rayhound,Surfent Terra
Nyafia,Rayhound,Sootseer
Nyafia,Kitsun Noct,Surfent
Nyafia,Kitsun Noct,Surfent Terra
Nyafia,Shroomer Noct,Anubis
Nyafia,Shroomer Noct,Surfent
Nyafia,Splatterina,Anubis
Nyafia,Splatterina,Surfent
Nyafia,Shroomer,Incineram Noct
Nyafia,Shroomer,Anubis
Nyafia,Blazehowl,Incineram
Nyafia,Blazehowl,Incineram Noct
Nyafia,Nitemary,Incineram
Nyafia,Nitemary,Incineram Noct
Nyafia,Katress,Incineram
Nyafia,Katress Ignis,Icelyn
Nyafia,Univolt,Vanwyrm Cryst
Nyafia,Univolt,Icelyn
Nyafia,Dazemu,Vanwyrm Cryst
Nyafia,Blazehowl Noct,Omascul
Nyafia,Blazehowl Noct,Vanwyrm Cryst
Nyafia,Dogen,Omascul
Nyafia,Dogen,Vanwyrm Cryst
Nyafia,Vanwyrm,Bushi
Nyafia,Vanwyrm,Omascul
Nyafia,Frostplume,Nyafia
Nyafia,Frostplume,Bushi
Nyafia,Frostplume,Omascul
Nyafia,Bushi Noct,Nyafia
Nyafia,Bushi Noct,Bushi
Nyafia,Nyafia,Nyafia
Nyafia,Nyafia,Bushi
Gildane,Felbat,Bellanoir
Gildane,Felbat,Bellanoir Libero
Gildane,Robinquill Terra,Blazamut
Gildane,Robinquill Terra,Blazamut Ryu
Gildane,Fenglope,Suzaku Aqua
Gildane,Loupmoon,Shadowbeak
Gildane,Yakumo,Shadowbeak
Gildane,Lovander,Necromus
Gildane,Caprity,Paladius
Gildane,Eikthyrdeer,Jetragon
Gildane,Eikthyrdeer,Neptilius
Gildane,Mozzarina,Frostallion Noct
Gildane,Lullu,Frostallion Noct
Gildane,Melpaca,Frostallion
Gildane,Reindrix,Cryolinx
Gildane,Celaray,Orserk
Gildane,Broncherry,Astegon
Gildane,Dumud Gild,Astegon
Gildane,Caprity Noct,Astegon
Gildane,Digtoise,Cryolinx Terra
Gildane,Broncherry Aqua,Bastigor
Gildane,Fenglope Lux,Bastigor
Gildane,Kitsun,Helzephyr Lux
Gildane,Celaray Lux,Helzephyr Lux
Gildane,Tarantriss,Helzephyr Lux
Gildane,Dinossom,Helzephyr
Gildane,Celesdir,Helzephyr
Gildane,Dinossom Lux,Grizzbolt
Gildane,Loupmoon Cryst,Grizzbolt
Gildane,Chillet,Lyleen Noct
Gildane,Croajiro,Silvegis
Gildane,Croajiro,Lyleen Noct
Gildane,Arsox,Beakon
Gildane,Arsox,Silvegis
Gildane,Chillet Ignis,Beakon
Gildane,Chillet Ignis,Silvegis
Gildane,Petallia,Reptyro Cryst
Gildane,Croajiro Noct,Faleris Aqua
Gildane,Croajiro Noct,Pyrin Noct
Gildane,Foxcicle,Lyleen
Gildane,Foxcicle,Menasting Terra
Gildane,Foxcicle,Faleris Aqua
Gildane,Prunelia,Lyleen
Gildane,Prunelia,Menasting Terra
Gildane,Tombat,Menasting
Gildane,Polapup,Knocklem
Gildane,Polapup,Xenolord
Gildane,Polapup,Menasting
Gildane,Rayhound,Relaxaurus Lux
Gildane,Rayhound,Knocklem
Gildane,Rayhound,Xenolord
Gildane,Kitsun Noct,Warsect Terra
Gildane,Kitsun Noct,Relaxaurus Lux
Gildane,Shroomer Noct,Relaxaurus
Gildane,Shroomer Noct,Warsect Terra
Gildane,Splatterina,Relaxaurus
Gildane,Shroomer,Mammorest Cryst
Gildane,Blazehowl,Mammorest
Gildane,Nitemary,Mammorest
Gildane,Katress,Jormuntide
Gildane,Katress Ignis,Reptyro
Gildane,Katress Ignis,Jormuntide Ignis
Gildane,Univolt,Elizabee
Gildane,Dazemu,Braloha
Gildane,Dazemu,Elizabee
Gildane,Blazehowl Noct,Warsect
Gildane,Blazehowl Noct,Quivern Botan
Gildane,Blazehowl Noct,Braloha
Gildane,Dogen,Selyne
Gildane,Dogen,Warsect
Gildane,Dogen,Quivern Botan
Gildane,Vanwyrm,Quivern
Gildane,Vanwyrm,Selyne
Gildane,Frostplume,Prixter
Gildane,Frostplume,Quivern
Gildane,Bushi Noct,Pyrin
Gildane,Bushi Noct,Prixter
Gildane,Nyafia,Starryon
Gildane,Nyafia,Pyrin
Gildane,Bushi,Faleris
Gildane,Bushi,Starryon
Gildane,Omascul,Ragnahawk
Gildane,Vanwyrm Cryst,Mossanda Lux
Gildane,Icelyn,Azurmane
Gildane,Incineram,Nitewing
Gildane,Incineram Noct,Mossanda
Gildane,Incineram Noct,Whalaska Ignis
Gildane,Anubis,Kingpaca Cryst
Gildane,Anubis,Xenogard
Gildane,Surfent,Sibelyx
Gildane,Surfent,Whalaska
Gildane,Surfent Terra,Wumpo
Gildane,Surfent Terra,Palumba
Gildane,Sootseer,Xenovader
Gildane,Sootseer,Wumpo
Gildane,Elphidran,Kingpaca
Gildane,Elphidran,Xenovader
Gildane,Elphidran Aqua,Azurobe Cryst
Gildane,Elphidran Aqua,Wumpo Botan
Gildane,Ghangler,Azurobe Cryst
Gildane,Ghangler,Wumpo Botan
Gildane,Penking,Penking Lux
Gildane,Penking,Cinnamoth
Gildane,Grintale,Azurobe
Gildane,Gildane,Gildane
Gildane,Ghangler Ignis,Gildane
Gildane,Gildane,Azurobe
Gildane,Gildane,Ghangler Ignis
Gildane,Ghangler Ignis,Azurobe
LeafMomonga,Chikipi,Hoocrates
LeafMomonga,Chikipi,Jelliette
LeafMomonga,Chikipi,Depresso
LeafMomonga,Teafant,Foxparks
LeafMomonga,Teafant,Jellroy
LeafMomonga,Teafant,Hoocrates
LeafMomonga,Teafant,Jelliette
LeafMomonga,Mau,Sparkit
LeafMomonga,Mau,Flambelle
LeafMomonga,Mau,Foxparks
LeafMomonga,Mau,Jellroy
LeafMomonga,Lamball,Hangyu Cryst
LeafMomonga,Lamball,Hangyu
LeafMomonga,Lamball,Sparkit
LeafMomonga,Lamball,Flambelle
LeafMomonga,Hangyu Cryst,Lamball
LeafMomonga,Hangyu,Lamball
LeafMomonga,Sparkit,Lamball
LeafMomonga,Flambelle,Lamball
LeafMomonga,Cattiva,Lifmunk
LeafMomonga,Cattiva,Hangyu Cryst
LeafMomonga,Cattiva,Hangyu
LeafMomonga,Lifmunk,Cattiva
LeafMomonga,Hangyu Cryst,Cattiva
LeafMomonga,Hangyu,Cattiva
LeafMomonga,Cremis,Lifmunk
LeafMomonga,Cremis,Hangyu Cryst
LeafMomonga,Cremis,Hangyu
LeafMomonga,Vixy,Mau Cryst
LeafMomonga,Vixy,Lifmunk
LeafMomonga,Herbil,Herbil
LeafMomonga,Herbil,Mau Cryst
LeafMomonga,Herbil,Lifmunk
IceWitch,Daedream,Bellanoir
IceWitch,Daedream,Bellanoir Libero
IceWitch,Fuddler,Blazamut
IceWitch,Fuddler,Blazamut Ryu
IceWitch,Fuddler,Bellanoir
IceWitch,Fuddler,Bellanoir Libero
IceWitch,Dazzi,Blazamut
IceWitch,Dazzi,Blazamut Ryu
IceWitch,Dazzi,Bellanoir
IceWitch,Dazzi,Bellanoir Libero
IceWitch,Ribbuny Botan,Blazamut
IceWitch,Ribbuny Botan,Blazamut Ryu
IceWitch,Ribbuny Botan,Bellanoir
IceWitch,Ribbuny Botan,Bellanoir Libero
IceWitch,Mimog,Suzaku Aqua
IceWitch,Mimog,Blazamut
IceWitch,Mimog,Blazamut Ryu
IceWitch,Mimog,Bellanoir
IceWitch,Mimog,Bellanoir Libero
IceWitch,Gloopie,Suzaku Aqua
IceWitch,Gloopie,Blazamut
IceWitch,Gloopie,Blazamut Ryu
IceWitch,Gloopie,Bellanoir
IceWitch,Gloopie,Bellanoir Libero
IceWitch,Woolipop,Suzaku Aqua
IceWitch,Woolipop,Blazamut
IceWitch,Woolipop,Blazamut Ryu
IceWitch,Nox,Suzaku
IceWitch,Nox,Suzaku Aqua
IceWitch,Wixen,Necromus
IceWitch,Wixen,Shadowbeak
IceWitch,Wixen,Suzaku
IceWitch,Rooby,Necromus
IceWitch,Rooby,Shadowbeak
IceWitch,Rooby,Suzaku
IceWitch,Maraith,Paladius
IceWitch,Maraith,Necromus
IceWitch,Maraith,Shadowbeak
IceWitch,Maraith,Suzaku
IceWitch,Wixen Noct,Paladius
IceWitch,Wixen Noct,Necromus
IceWitch,Wixen Noct,Shadowbeak
IceWitch,Wixen Noct,Suzaku
IceWitch,Leezpunk Ignis,Jetragon
IceWitch,Leezpunk Ignis,Neptilius
IceWitch,Leezpunk Ignis,Paladius
IceWitch,Leezpunk Ignis,Necromus
IceWitch,Leezpunk Ignis,Shadowbeak
IceWitch,Rushoar,Frostallion Noct
IceWitch,Rushoar,Jetragon
IceWitch,Rushoar,Neptilius
IceWitch,Rushoar,Paladius
IceWitch,Rushoar,Necromus
IceWitch,Kikit,Frostallion Noct
IceWitch,Kikit,Jetragon
IceWitch,Kikit,Neptilius
IceWitch,Kikit,Paladius
IceWitch,Kikit,Necromus
IceWitch,Leezpunk,Frostallion Noct
IceWitch,Leezpunk,Jetragon
IceWitch,Leezpunk,Neptilius
IceWitch,Leezpunk,Paladius
IceWitch,Dazzi Noct,Frostallion Noct
IceWitch,Dazzi Noct,Jetragon
IceWitch,Dazzi Noct,Neptilius
IceWitch,Dazzi Noct,Paladius
IceWitch,Lunaris,Frostallion
IceWitch,Lunaris,Frostallion Noct
IceWitch,Lunaris,Jetragon
IceWitch,Lunaris,Neptilius
IceWitch,Turtacle,Frostallion
IceWitch,Turtacle,Frostallion Noct
IceWitch,Turtacle,Jetragon
IceWitch,Turtacle,Neptilius
IceWitch,Gobfin Ignis,Cryolinx
IceWitch,Gobfin Ignis,Frostallion
IceWitch,Gobfin Ignis,Frostallion Noct
IceWitch,Gobfin,Orserk
IceWitch,Gobfin,Cryolinx
IceWitch,Gobfin,Frostallion
IceWitch,Cawgnito,Astegon
IceWitch,Cawgnito,Orserk
IceWitch,Cawgnito,Cryolinx
IceWitch,Cawgnito,Frostallion
IceWitch,Beegarde,Cryolinx Terra
IceWitch,Beegarde,Astegon
IceWitch,Beegarde,Orserk
IceWitch,Beegarde,Cryolinx
IceWitch,Turtacle Terra,Cryolinx Terra
IceWitch,Turtacle Terra,Astegon
IceWitch,Turtacle Terra,Orserk
IceWitch,Turtacle Terra,Cryolinx
IceWitch,Direhowl,Bastigor
IceWitch,Direhowl,Cryolinx Terra
IceWitch,Direhowl,Astegon
IceWitch,Direhowl,Orserk
IceWitch,Vaelet,Helzephyr Lux
IceWitch,Vaelet,Bastigor
IceWitch,Vaelet,Cryolinx Terra
IceWitch,Vaelet,Astegon
IceWitch,Gorirat,Helzephyr
IceWitch,Gorirat,Helzephyr Lux
IceWitch,Gorirat,Bastigor
IceWitch,Gorirat,Cryolinx Terra
IceWitch,Galeclaw,Grizzbolt
IceWitch,Galeclaw,Helzephyr
IceWitch,Galeclaw,Helzephyr Lux
IceWitch,Galeclaw,Bastigor
IceWitch,Gorirat Terra,Grizzbolt
IceWitch,Gorirat Terra,Helzephyr
IceWitch,Gorirat Terra,Helzephyr Lux
IceWitch,Gorirat Terra,Bastigor
IceWitch,Robinquill,Lyleen Noct
IceWitch,Robinquill,Grizzbolt
IceWitch,Robinquill,Helzephyr
IceWitch,Robinquill,Helzephyr Lux
IceWitch,Felbat,Beakon
IceWitch,Felbat,Silvegis
IceWitch,Felbat,Lyleen Noct
IceWitch,Felbat,Grizzbolt
IceWitch,Felbat,Helzephyr
IceWitch,Robinquill Terra,Reptyro Cryst
IceWitch,Robinquill Terra,Beakon
IceWitch,Robinquill Terra,Silvegis
IceWitch,Robinquill Terra,Lyleen Noct
IceWitch,Robinquill Terra,Grizzbolt
IceWitch,Verdash,Pyrin Noct
IceWitch,Verdash,Reptyro Cryst
IceWitch,Verdash,Beakon
IceWitch,Verdash,Silvegis
IceWitch,Verdash,Lyleen Noct
IceWitch,Fenglope,Lyleen
IceWitch,Fenglope,Menasting Terra
IceWitch,Fenglope,Faleris Aqua
IceWitch,Fenglope,Pyrin Noct
IceWitch,Fenglope,Reptyro Cryst
IceWitch,Fenglope,Beakon
IceWitch,Fenglope,Silvegis
IceWitch,Loupmoon,Relaxaurus
IceWitch,Loupmoon,Warsect Terra
IceWitch,Loupmoon,Relaxaurus Lux
IceWitch,Loupmoon,Knocklem
IceWitch,Loupmoon,Xenolord
IceWitch,Loupmoon,Menasting
IceWitch,Loupmoon,Lyleen
IceWitch,Loupmoon,Menasting Terra
IceWitch,Loupmoon,Faleris Aqua
IceWitch,Yakumo,Relaxaurus
IceWitch,Yakumo,Warsect Terra
IceWitch,Yakumo,Relaxaurus Lux
IceWitch,Yakumo,Knocklem
IceWitch,Yakumo,Xenolord
IceWitch,Yakumo,Menasting
IceWitch,Yakumo,Lyleen
IceWitch,Yakumo,Menasting Terra
IceWitch,Lovander,Mammorest Cryst
IceWitch,Lovander,Relaxaurus
IceWitch,Lovander,Warsect Terra
IceWitch,Lovander,Relaxaurus Lux
IceWitch,Lovander,Knocklem
IceWitch,Lovander,Xenolord
IceWitch,Lovander,Menasting
IceWitch,Caprity,Mammorest
IceWitch,Caprity,Mammorest Cryst
IceWitch,Caprity,Relaxaurus
IceWitch,Caprity,Warsect Terra
IceWitch,Caprity,Relaxaurus Lux
IceWitch,Caprity,Knocklem
IceWitch,Caprity,Xenolord
IceWitch,Eikthyrdeer,Jormuntide
IceWitch,Eikthyrdeer,Mammorest
IceWitch,Eikthyrdeer,Mammorest Cryst
IceWitch,Eikthyrdeer,Relaxaurus
IceWitch,Eikthyrdeer,Warsect Terra
IceWitch,Mozzarina,Reptyro
IceWitch,Mozzarina,Jormuntide Ignis
IceWitch,Mozzarina,Jormuntide
IceWitch,Mozzarina,Mammorest
IceWitch,Mozzarina,Mammorest Cryst
IceWitch,Lullu,Reptyro
IceWitch,Lullu,Jormuntide Ignis
IceWitch,Lullu,Jormuntide
IceWitch,Lullu,Mammorest
IceWitch,Lullu,Mammorest Cryst
IceWitch,Eikthyrdeer Terra,Elizabee
IceWitch,Eikthyrdeer Terra,Reptyro
IceWitch,Eikthyrdeer Terra,Jormuntide Ignis
IceWitch,Eikthyrdeer Terra,Jormuntide
IceWitch,Eikthyrdeer Terra,Mammorest
IceWitch,Dumud,Braloha
IceWitch,Dumud,Elizabee
IceWitch,Dumud,Reptyro
IceWitch,Dumud,Jormuntide Ignis
IceWitch,Dumud,Jormuntide
IceWitch,Dumud,Mammorest
IceWitch,Melpaca,Warsect
IceWitch,Melpaca,Quivern Botan
IceWitch,Melpaca,Braloha
IceWitch,Melpaca,Elizabee
IceWitch,Melpaca,Reptyro
IceWitch,Melpaca,Jormuntide Ignis
IceWitch,Melpaca,Jormuntide
IceWitch,Reindrix,Quivern
IceWitch,Reindrix,Selyne
IceWitch,Reindrix,Warsect
IceWitch,Reindrix,Quivern Botan
IceWitch,Reindrix,Braloha
IceWitch,Reindrix,Elizabee
IceWitch,Reindrix,Reptyro
IceWitch,Reindrix,Jormuntide Ignis
IceWitch,Celaray,Pyrin
IceWitch,Celaray,Prixter
IceWitch,Celaray,Quivern
IceWitch,Celaray,Selyne
IceWitch,Celaray,Warsect
IceWitch,Celaray,Quivern Botan
IceWitch,Celaray,Braloha
IceWitch,Celaray,Elizabee
IceWitch,Broncherry,Faleris
IceWitch,Broncherry,Starryon
IceWitch,Broncherry,Pyrin
IceWitch,Broncherry,Prixter
IceWitch,Broncherry,Quivern
IceWitch,Broncherry,Selyne
IceWitch,Broncherry,Warsect
IceWitch,Broncherry,Quivern Botan
IceWitch,Broncherry,Braloha
IceWitch,Dumud Gild,Faleris
IceWitch,Dumud Gild,Starryon
IceWitch,Dumud Gild,Pyrin
IceWitch,Dumud Gild,Prixter
IceWitch,Dumud Gild,Quivern
IceWitch,Dumud Gild,Selyne
IceWitch,Dumud Gild,Warsect
IceWitch,Dumud Gild,Quivern Botan
IceWitch,Caprity Noct,Faleris
IceWitch,Caprity Noct,Starryon
IceWitch,Caprity Noct,Pyrin
IceWitch,Caprity Noct,Prixter
IceWitch,Caprity Noct,Quivern
IceWitch,Caprity Noct,Selyne
IceWitch,Caprity Noct,Warsect
IceWitch,Caprity Noct,Quivern Botan
IceWitch,Digtoise,Ragnahawk
IceWitch,Digtoise,Faleris
IceWitch,Digtoise,Starryon
IceWitch,Digtoise,Pyrin
IceWitch,Digtoise,Prixter
IceWitch,Digtoise,Quivern
IceWitch,Digtoise,Selyne
IceWitch,Broncherry Aqua,Mossanda Lux
IceWitch,Broncherry Aqua,Ragnahawk
IceWitch,Broncherry Aqua,Faleris
IceWitch,Broncherry Aqua,Starryon
IceWitch,Broncherry Aqua,Pyrin
IceWitch,Broncherry Aqua,Prixter
IceWitch,Fenglope Lux,Mossanda Lux
IceWitch,Fenglope Lux,Ragnahawk
IceWitch,Fenglope Lux,Faleris
IceWitch,Fenglope Lux,Starryon
IceWitch,Fenglope Lux,Pyrin
IceWitch,Kitsun,Azurmane
IceWitch,Kitsun,Mossanda Lux
IceWitch,Kitsun,Ragnahawk
IceWitch,Kitsun,Faleris
IceWitch,Kitsun,Starryon
IceWitch,Celaray Lux,Azurmane
IceWitch,Celaray Lux,Mossanda Lux
IceWitch,Celaray Lux,Ragnahawk
IceWitch,Celaray Lux,Faleris
IceWitch,Celaray Lux,Starryon
IceWitch,Tarantriss,Azurmane
IceWitch,Tarantriss,Mossanda Lux
IceWitch,Tarantriss,Ragnahawk
IceWitch,Tarantriss,Faleris
IceWitch,Dinossom,Sweepa
IceWitch,Dinossom,Azurmane
IceWitch,Dinossom,Mossanda Lux
IceWitch,Dinossom,Ragnahawk
IceWitch,Celesdir,Sweepa
IceWitch,Celesdir,Azurmane
IceWitch,Celesdir,Mossanda Lux
IceWitch,Celesdir,Ragnahawk
IceWitch,Dinossom Lux,Nitewing
IceWitch,Dinossom Lux,Sweepa
IceWitch,Dinossom Lux,Azurmane
IceWitch,Dinossom Lux,Mossanda Lux
IceWitch,Loupmoon Cryst,Nitewing
IceWitch,Loupmoon Cryst,Sweepa
IceWitch,Loupmoon Cryst,Azurmane
IceWitch,Loupmoon Cryst,Mossanda Lux
IceWitch,Chillet,Mossanda
IceWitch,Chillet,Whalaska Ignis
IceWitch,Chillet,Nitewing
IceWitch,Chillet,Sweepa
IceWitch,Chillet,Azurmane
IceWitch,Croajiro,Xenogard
IceWitch,Croajiro,Mossanda
IceWitch,Croajiro,Whalaska Ignis
IceWitch,Croajiro,Nitewing
IceWitch,Croajiro,Sweepa
IceWitch,Croajiro,Azurmane
IceWitch,Arsox,Kingpaca Cryst
IceWitch,Arsox,Xenogard
IceWitch,Arsox,Mossanda
IceWitch,Arsox,Whalaska Ignis
IceWitch,Arsox,Nitewing
IceWitch,Arsox,Sweepa
IceWitch,Chillet Ignis,Kingpaca Cryst
IceWitch,Chillet Ignis,Xenogard
IceWitch,Chillet Ignis,Mossanda
IceWitch,Chillet Ignis,Whalaska Ignis
IceWitch,Chillet Ignis,Nitewing
IceWitch,Chillet Ignis,Sweepa
IceWitch,Petallia,Sibelyx
IceWitch,Petallia,Whalaska
IceWitch,Petallia,Kingpaca Cryst
IceWitch,Petallia,Xenogard
IceWitch,Petallia,Whalaska Ignis
IceWitch,Petallia,Nitewing
IceWitch,Croajiro Noct,Xenovader
IceWitch,Croajiro Noct,Wumpo
IceWitch,Croajiro Noct,Palumba
IceWitch,Croajiro Noct,Sibelyx
IceWitch,Croajiro Noct,Whalaska
IceWitch,Croajiro Noct,Kingpaca Cryst
IceWitch,Croajiro Noct,Xenogard
IceWitch,Croajiro Noct,Mossanda
IceWitch,Croajiro Noct,Whalaska Ignis
IceWitch,Foxcicle,Kingpaca
IceWitch,Foxcicle,Xenovader
IceWitch,Foxcicle,Wumpo
IceWitch,Foxcicle,Palumba
IceWitch,Foxcicle,Sibelyx
IceWitch,Foxcicle,Whalaska
IceWitch,Foxcicle,Kingpaca Cryst
IceWitch,Foxcicle,Xenogard
IceWitch,Prunelia,Kingpaca
IceWitch,Prunelia,Xenovader
IceWitch,Prunelia,Wumpo
IceWitch,Prunelia,Palumba
IceWitch,Prunelia,Sibelyx
IceWitch,Prunelia,Whalaska
IceWitch,Prunelia,Kingpaca Cryst
IceWitch,Tombat,Azurobe Cryst
IceWitch,Tombat,Wumpo Botan
IceWitch,Tombat,Kingpaca
IceWitch,Tombat,Xenovader
IceWitch,Tombat,Wumpo
IceWitch,Tombat,Palumba
IceWitch,Tombat,Sibelyx
IceWitch,Tombat,Whalaska
IceWitch,Polapup,Azurobe Cryst
IceWitch,Polapup,Wumpo Botan
IceWitch,Polapup,Kingpaca
IceWitch,Polapup,Xenovader
IceWitch,Polapup,Wumpo
IceWitch,Polapup,Palumba
IceWitch,Polapup,Sibelyx
IceWitch,Rayhound,Penking Lux
IceWitch,Rayhound,Cinnamoth
IceWitch,Rayhound,Azurobe Cryst
IceWitch,Rayhound,Wumpo Botan
IceWitch,Rayhound,Kingpaca
IceWitch,Rayhound,Xenovader
IceWitch,Rayhound,Wumpo
IceWitch,Rayhound,Palumba
IceWitch,Kitsun Noct,Penking Lux
IceWitch,Kitsun Noct,Cinnamoth
IceWitch,Kitsun Noct,Azurobe Cryst
IceWitch,Kitsun Noct,Wumpo Botan
IceWitch,Kitsun Noct,Kingpaca
IceWitch,Kitsun Noct,Xenovader
IceWitch,Kitsun Noct,Wumpo
IceWitch,Shroomer Noct,Azurobe
IceWitch,Shroomer Noct,Penking Lux
IceWitch,Shroomer Noct,Cinnamoth
